id,title,author,genre,publication_year,plot
1012,Il Regno delle Ombre,Luca Bianchi,Italian,Adventure,Un giovane guerriero deve combattere le creature d'ombra per salvare il suo regno dall'oscurità in un regno dove le ombre prendono vita.
1013,Das Schattenreich,Eva Müller,German,Mystery,"Ein junger Krieger muss gegen die Schattenkreaturen kämpfen, um sein Königreich vor der Dunkelheit zu retten, in einem Reich, in dem die Schatten zum Leben erwachen."
912,Il Sussurro delle Pietre,Giuseppe Verdi,Italian,Mystery,Un archeologo scopre un antico manoscritto che rivela i segreti nascosti nelle pietre di una città perduta.
913,Die Flüsternden Kieselsteine,Karl Schneider,German,Adventure,"Ein Abenteurer findet heraus, dass die Kieselsteine in einem verlassenen Tal Geheimnisse aus längst vergangenen Zeiten flüstern."
914,Las Piedras Susurrantes,Isabella Rodríguez,Spanish,Romance,Una joven arqueóloga descubre que las piedras de un antiguo templo susurran historias de amor y traición.
915,Les Pierres Chuchotantes,Sophie Martin,French,Historical,Un historien découvre que les pierres d'un ancien château chuchotent des secrets oubliés depuis longtemps.
916,The Melting Clocks,Benjamin White,English,Science Fiction,"In a future where time is fluid, a scientist must navigate a world where clocks melt and time itself is unpredictable."
917,Gli Orologi Fusi,Luca Bianchi,Italian,Thriller,Un detective deve risolvere una serie di omicidi in un mondo dove gli orologi si fondono e il tempo è imprevedibile.
918,Die Schmelzenden Uhren,Eva Müller,German,Fantasy,"Ein junger Magier entdeckt, dass die Uhren in seiner Welt schmelzen und die Zeit sich auf unvorhersehbare Weise verändert."
919,Los Relojes Derretidos,Carlos López,Spanish,Mystery,Un detective investiga una serie de desapariciones en un mundo donde los relojes se derriten y el tiempo es impredecible.
920,Les Horloges Fondues,Marie Dupont,French,Romance,Un jeune horloger découvre que les horloges de sa boutique fondent et que le temps lui-même est devenu imprévisible.
921,The Dancing Shadows,Emma Black,English,Horror,"In a small town where shadows come to life at night, a group of friends must uncover the truth behind the dancing shadows."
922,Le Ombre Danzanti,Sara Rossi,Italian,Adventure,Un gruppo di amici scopre che le ombre della loro città prendono vita di notte e devono scoprire il segreto dietro di loro.
923,Die Tanzenden Schatten,Hans Fischer,German,Mystery,"Ein Detektiv untersucht eine Reihe von mysteriösen Vorfällen in einer Stadt, in der die Schatten nachts zum Leben erwachen."
924,Las Sombras Bailarinas,Rosa García,Spanish,Fantasy,Una joven bruja debe descubrir el secreto detrás de las sombras que bailan en su pueblo por la noche.
925,Les Ombres Dansantes,Jean Martin,French,Thriller,Un détective doit résoudre une série de meurtres dans une ville où les ombres prennent vie la nuit.
926,The Singing Trees,Olivia Brown,English,Fantasy,"In a magical forest where trees sing ancient melodies, a young musician must learn their songs to save her world from darkness."
927,Gli Alberi Cantanti,Mario Verdi,Italian,Adventure,Un giovane musicista scopre che gli alberi di una foresta incantata cantano antiche melodie e deve imparare le loro canzoni per salvare il suo mondo.
928,Die Singenden Bäume,Anna Schmidt,German,Mystery,"Ein Detektiv untersucht eine Reihe von mysteriösen Vorfällen in einem Wald, in dem die Bäume alte Melodien singen."
929,Los Árboles Cantores,Carlos García,Spanish,Romance,Una joven músico descubre que los árboles de un bosque encantado cantan antiguas melodías y debe aprender sus canciones para salvar su mundo.
930,Les Arbres Chantants,Marie Dupont,French,Historical,Un historien découvre que les arbres d'une forêt enchantée chantent des mélodies anciennes et doit apprendre leurs chansons pour sauver son monde.
931,The Floating Islands,Charlotte Davis,English,Science Fiction,"In a world where islands float in the sky, a young pilot must navigate the dangers of the air to find a lost civilization."
932,Le Isole Fluttuanti,Giovanni Bianchi,Italian,Adventure,Un giovane pilota deve navigare i pericoli dell'aria per trovare una civiltà perduta in un mondo dove le isole fluttuano nel cielo.
933,Die Schwebeinseln,Klaus Fischer,German,Fantasy,"Ein junger Pilot muss die Gefahren der Luft meistern, um eine verlorene Zivilisation in einer Welt zu finden, in der Inseln am Himmel schweben."
934,Las Islas Flotantes,Laura Pérez,Spanish,Mystery,Un piloto joven debe navegar los peligros del aire para encontrar una civilización perdida en un mundo donde las islas flotan en el cielo.
935,Les Îles Flottantes,Pierre Leclerc,French,Romance,Un jeune pilote doit naviguer les dangers de l'air pour trouver une civilisation perdue dans un monde où les îles flottent dans le ciel.
936,The Crystal Forest,Victoria Adams,English,Fantasy,"In a forest made entirely of crystal, a young explorer must uncover the secrets of the ancient crystals to save her world."
937,La Foresta di Cristallo,Sara Verdi,Italian,Adventure,Un giovane esploratore deve scoprire i segreti degli antichi cristalli in una foresta fatta interamente di cristallo per salvare il suo mondo.
938,Der Kristallwald,Eva Müller,German,Mystery,"Ein junger Forscher muss die Geheimnisse der alten Kristalle in einem Wald aus Kristall lüften, um seine Welt zu retten."
939,El Bosque de Cristal,Rosa López,Spanish,Romance,Un joven explorador debe descubrir los secretos de los antiguos cristales en un bosque hecho enteramente de cristal para salvar su mundo.
940,La Forêt de Cristal,Marie Dupont,French,Historical,Un jeune explorateur doit découvrir les secrets des anciens cristaux dans une forêt faite entièrement de cristal pour sauver son monde.
941,The Eternal Sunset,Grace Turner,English,Science Fiction,"In a world where the sun never sets, a scientist must find a way to bring night to her people before they are consumed by eternal daylight."
942,Il Tramonto Eterno,Giuseppe Verdi,Italian,Adventure,"Uno scienziato deve trovare un modo per portare la notte al suo popolo in un mondo dove il sole non tramonta mai, prima che siano consumati dalla luce eterna."
943,Der Ewige Sonnenuntergang,Karl Schneider,German,Fantasy,"Ein Wissenschaftler muss einen Weg finden, die Nacht in seine Welt zu bringen, in der die Sonne niemals untergeht, bevor sein Volk vom ewigen Tageslicht verzehrt wird."
944,El Atardecer Eterno,Isabella Rodríguez,Spanish,Mystery,"Un científico debe encontrar una manera de traer la noche a su pueblo en un mundo donde el sol nunca se pone, antes de que sean consumidos por la luz eterna."
945,Le Coucher de Soleil Éternel,Sophie Martin,French,Romance,"Un scientifique doit trouver un moyen d'apporter la nuit à son peuple dans un monde où le soleil ne se couche jamais, avant qu'ils ne soient consumés par la lumière éternelle."
946,The Whispering Winds,Ava Clark,English,Fantasy,"In a land where the winds whisper secrets, a young princess must decipher their messages to save her kingdom from a dark sorcerer."
947,I Venti Sussurranti,Luca Bianchi,Italian,Adventure,Una giovane principessa deve decifrare i messaggi dei venti che sussurrano segreti per salvare il suo regno da un oscuro stregone.
948,Die Flüsternden Winde,Eva Müller,German,Mystery,"Eine junge Prinzessin muss die Botschaften der flüsternden Winde entschlüsseln, um ihr Königreich vor einem dunklen Zauberer zu retten."
949,Los Vientos Susurrantes,Carlos López,Spanish,Romance,Una joven princesa debe descifrar los mensajes de los vientos que susurran secretos para salvar su reino de un oscuro hechicero.
950,Les Vents Chuchotants,Marie Dupont,French,Historical,Une jeune princesse doit déchiffrer les messages des vents qui chuchotent des secrets pour sauver son royaume d'un sombre sorcier.
951,The Mirror Realm,Sophia Lee,English,Fantasy,"In a world where mirrors are portals to other dimensions, a young girl must navigate the dangers of the mirror realm to save her family."
952,Il Regno degli Specchi,Giovanni Bianchi,Italian,Adventure,Una giovane ragazza deve navigare i pericoli del regno degli specchi per salvare la sua famiglia in un mondo dove gli specchi sono portali per altre dimensioni.
953,Das Spiegelreich,Klaus Fischer,German,Mystery,"Ein junges Mädchen muss die Gefahren des Spiegelreichs meistern, um ihre Familie in einer Welt zu retten, in der Spiegel Portale zu anderen Dimensionen sind."
954,El Reino de los Espejos,Laura Pérez,Spanish,Romance,Una joven debe navegar los peligros del reino de los espejos para salvar a su familia en un mundo donde los espejos son portales a otras dimensiones.
955,Le Royaume des Miroirs,Pierre Leclerc,French,Historical,Une jeune fille doit naviguer les dangers du royaume des miroirs pour sauver sa famille dans un monde où les miroirs sont des portails vers d'autres dimensions.
956,The Enchanted Library,Lily Walker,English,Fantasy,"In a library where books come to life, a young librarian must solve the riddles hidden within the pages to save her world from a dark force."
957,La Biblioteca Incantata,Sara Verdi,Italian,Adventure,Una giovane bibliotecaria deve risolvere gli enigmi nascosti nelle pagine dei libri che prendono vita per salvare il suo mondo da una forza oscura.
958,Die Verzauberte Bibliothek,Eva Müller,German,Mystery,"Eine junge Bibliothekarin muss die Rätsel lösen, die in den Seiten der lebendigen Bücher versteckt sind, um ihre Welt vor einer dunklen Macht zu retten."
959,La Biblioteca Encantada,Rosa López,Spanish,Romance,Una joven bibliotecaria debe resolver los acertijos escondidos en las páginas de los libros que cobran vida para salvar su mundo de una fuerza oscura.
960,La Bibliothèque Enchantée,Marie Dupont,French,Historical,Une jeune bibliothécaire doit résoudre les énigmes cachées dans les pages des livres qui prennent vie pour sauver son monde d'une force obscure.
961,The Mystery of the Exhibition,Samuel Harris,Mystery,2010,A series of thefts at a museum leads to a complex mystery.
962,The Dragon's Mission,Ava Clark,Fantasy,2011,A young dragon rider embarks on a quest to save their kingdom.
963,The Cosmic Exploration,Benjamin Turner,Science Fiction,2019,A spaceship crew explores a new galaxy and encounters strange phenomena.
964,The Haunted Abode,Charlotte Lee,Horror,2013,A family moves into a haunted house and must confront the spirits within.
965,The Forgotten Domain,Henry Scott,Fantasy,2015,A warrior must journey to a forgotten realm to save his people.
